TimeStartup,QuatX,QuatY,QuatZ,QuatS,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ,Temperature,Pressure
270462506000,+0.9483391,-3.17171E-001,-3.14667E-003,+6.75412E-003,+00.000746,+00.000413,+00.001242,+00.0150,-00.1428,+10.1238,+0.110,-0.075,-0.813,+025.47,+100.41
270463756000,+0.9483391,-3.17171E-001,-3.14667E-003,+6.75412E-003,+00.000699,+00.000465,+00.001348,+00.0163,-00.1521,+10.1204,+0.110,-0.075,-0.813,+025.46,+100.40
270465007000,+0.9483391,-3.17171E-001,-3.14761E-003,+6.75297E-003,+00.000855,+00.000019,+00.001107,+00.0242,-00.1435,+10.1305,+0.110,-0.075,-0.813,+025.46,+100.40
270466257000,+0.9483391,-3.17171E-001,-3.14761E-003,+6.75297E-003,+00.001332,-00.000068,+00.000686,+00.0285,-00.1385,+10.1326,+0.110,-0.075,-0.813,+025.46,+100.40
270467506000,+0.9483373,-3.17177E-001,-3.14566E-003,+6.74864E-003,+00.002006,-00.000072,+00.000066,+00.0359,-00.1337,+10.1320,+0.110,-0.075,-0.812,+025.47,+100.40
270468756000,+0.9483373,-3.17177E-001,-3.14566E-003,+6.74864E-003,+00.002150,+00.000327,+00.000030,+00.0279,-00.1232,+10.1275,+0.110,-0.075,-0.812,+025.47,+100.40
270470006000,+0.9483373,-3.17176E-001,-3.14537E-003,+6.74788E-003,+00.002013,+00.000442,-00.000126,+00.0285,-00.1357,+10.1141,+0.110,-0.075,-0.812,+025.48,+100.40
270471257000,+0.9483373,-3.17176E-001,-3.14537E-003,+6.74788E-003,+00.001138,+00.000211,-00.000766,+00.0278,-00.1418,+10.1105,+0.112,-0.074,-0.810,+025.48,+100.41
270472506000,+0.9483362,-3.17180E-001,-3.14532E-003,+6.74722E-003,+00.000131,+00.000339,-00.001014,+00.0212,-00.1546,+10.1264,+0.112,-0.074,-0.810,+025.47,+100.41
270473756000,+0.9483362,-3.17180E-001,-3.14532E-003,+6.74722E-003,+00.000214,+00.000288,-00.001279,+00.0296,-00.1696,+10.1464,+0.112,-0.074,-0.810,+025.47,+100.41
270475007000,+0.9483362,-3.17180E-001,-3.14479E-003,+6.74657E-003,+00.000119,+00.000447,-00.000987,+00.0261,-00.1684,+10.1575,+0.114,-0.068,-0.810,+025.46,+100.41
270476256000,+0.9483362,-3.17180E-001,-3.14479E-003,+6.74657E-003,+00.000080,+00.000698,-00.000473,+00.0260,-00.1729,+10.1679,+0.114,-0.068,-0.810,+025.47,+100.40
270477506000,+0.9483394,-3.17170E-001,-3.14441E-003,+6.74773E-003,+00.000505,+00.000674,-00.000403,+00.0274,-00.1654,+10.1618,+0.114,-0.068,-0.810,+025.47,+100.40
270478757000,+0.9483394,-3.17170E-001,-3.14441E-003,+6.74773E-003,+00.000243,+00.000935,-00.000217,+00.0312,-00.1523,+10.1468,+0.114,-0.068,-0.810,+025.48,+100.40
270480006000,+0.9483397,-3.17169E-001,-3.14255E-003,+6.74801E-003,+00.000319,+00.001301,-00.000776,+00.0336,-00.1482,+10.1365,+0.111,-0.073,-0.807,+025.48,+100.41
270481257000,+0.9483397,-3.17169E-001,-3.14255E-003,+6.74801E-003,+00.000970,+00.000692,-00.001349,+00.0352,-00.1376,+10.1138,+0.111,-0.073,-0.807,+025.47,+100.41
